t; x; y; theta
5267573.534998; 0.00; 0.00; 0.00
5283453.724998; 0.00; 0.00; 0.00
5299479.352999; 0.00; 0.00; 0.00
5315498.677999; 0.00; 0.00; 0.00
5331488.545999; 0.00; 0.00; 0.00
5347555.563999; 0.00; 0.00; 0.00
5363487.470999; 0.00; 0.00; 0.00
5379487.468998; 0.00; 0.00; 0.00
5395484.357999; 0.00; 0.00; 0.00
5411466.643999; 0.00; 0.00; 0.00
5427594.561998; 0.00; 0.00; 0.00
5443607.273999; 0.00; 0.00; 0.00
5459649.327998; 0.00; 0.00; 0.00
5475624.424998; 0.00; 0.00; 0.00
5491785.562998; 0.00; 0.00; 0.00
5507601.216998; 0.00; 0.00; 0.00
5523584.107998; 0.00; 0.00; 0.00
5539610.586999; 0.00; 0.00; 0.00
5555601.343999; 0.00; 0.00; 0.00
5572387.548998; 0.00; 0.00; 0.00
5587574.549998; 0.00; 0.00; 0.00
5603634.425998; 0.00; 0.00; 0.00
5619718.377998; 0.00; 0.00; 0.00
5690174.363998; 0.00; 0.00; 0.00
5706302.351998; 0.00; 0.00; 0.00
5722160.259998; 0.00; 0.00; 0.00
5740173.314999; 0.00; 0.00; 0.00
5755008.969998; 0.00; 0.00; 0.00
5770358.963999; 0.00; 0.00; 0.00
5786342.108998; 0.00; 0.00; 0.00
5802341.260999; 0.00; 0.00; 0.00
5818315.775998; 0.00; 0.00; 0.00
5834266.373999; 0.00; 0.00; 0.00
5850268.488999; 0.00; 0.00; 0.00
5866263.456998; 0.00; 0.00; 0.00
5882317.433998; 0.00; 0.00; 0.00
5898315.061998; 0.00; 0.00; 0.00
5914316.808998; 0.00; 0.00; 0.00
5930308.362998; 0.00; 0.00; 0.00
5946315.968998; 0.00; 0.00; 0.00
5962352.013997; 0.00; 0.00; 0.00
5978309.575998; 0.00; 0.00; 0.00
5994263.670999; 0.00; 0.00; 0.00
6010283.372998; 0.00; 0.00; 0.00
6026329.987999; 0.00; 0.00; 0.00
6042423.131999; 0.00; 0.00; 0.00
6058318.512999; 0.00; 0.00; 0.00
6074467.032998; 0.00; 0.00; 0.00
6090325.711999; 0.00; 0.00; 0.00
6106317.761999; 0.00; 0.00; 0.00
6122309.260999; 0.00; 0.00; 0.00
6138320.885999; 0.00; 0.00; 0.00
6154481.949999; 0.00; 0.00; 0.00
6170467.690998; 0.00; 0.00; 0.00
6186482.952998; 0.00; 0.00; 0.00
6202437.042999; 0.00; 0.00; 0.00
6218584.585999; 0.00; 0.00; 0.00
6234485.077999; 0.00; 0.00; 0.00
6250485.281999; 0.00; 0.00; 0.00
6266477.868999; 0.00; 0.00; 0.00
6282712.703999; 0.00; 0.00; 0.00
6298244.907998; 0.00; 0.00; 0.00
6314270.142999; 0.00; 0.00; 0.00
6330332.006999; 0.00; 0.00; 0.00
6346396.641998; 0.00; 0.00; 0.00
6362426.244998; 0.00; 0.00; 0.00
6378450.449999; 0.00; 0.00; 0.00
6394463.031999; 0.00; 0.00; 0.00
6410474.416999; 0.00; 0.00; 0.00
6426323.567999; 0.00; 0.00; 0.00
6442317.968998; 0.00; 0.00; 0.00
6458283.533998; 0.00; 0.00; 0.00
6474290.743999; 0.00; 0.00; 0.00
6490232.889998; 0.00; 0.00; 0.00
6512001.373999; 0.00; 0.00; 0.00
6523865.266998; 0.00; 0.00; 0.00
6539020.038999; 0.00; 0.00; 0.00
6554292.815998; 0.00; 0.00; 0.00
6570261.812999; 0.00; 0.00; 0.00
6586198.700998; 0.00; 0.00; 0.00
6602331.723998; 0.00; 0.00; 0.00
6618294.978999; 0.00; 0.00; 0.00
6634302.820998; 0.00; 0.00; 0.00
6650470.362999; 0.00; 0.00; 0.00
6666548.408998; 0.00; 0.00; 0.00
6682312.911999; 0.00; 0.00; 0.00
6698311.848998; 0.00; 0.00; 0.00
6714357.886999; 0.00; 0.00; 0.00
6730401.139998; 0.00; 0.00; 0.00
6746327.845999; 0.00; 0.00; 0.00
6762329.537999; 0.00; 0.00; 0.00
6778367.201999; 0.00; 0.00; 0.00
6794439.488998; 0.00; 0.00; 0.00
6810465.465998; 0.00; 0.00; 0.00
6826527.920999; 0.00; 0.00; 0.00
6842432.907998; 0.00; 0.00; 0.00
6858361.820998; 0.00; 0.00; 0.00
6874496.007998; 0.00; 0.00; 0.00
6890472.300999; 0.00; 0.00; 0.00
6906458.991999; 0.00; 0.00; 0.00
6922339.559999; 0.00; 0.00; 0.00
6938312.656998; 0.00; 0.00; 0.00
6954276.948998; 0.00; 0.00; 0.00
6970349.368999; 0.00; 0.00; 0.00
6988336.864999; 0.00; 0.00; 0.00
7003546.261999; 0.00; 0.00; 0.00
7019072.300998; 0.00; 0.00; 0.00
7034470.383998; 0.00; 0.00; 0.00
7050440.214999; 0.00; 0.00; 0.00
7066441.129998; 0.00; 0.00; 0.00
7082435.214998; 0.00; 0.00; 0.00
7098472.197999; 0.00; 0.00; 0.00
7114463.520998; 0.00; 0.00; 0.00
7130401.082999; 0.00; 0.00; 0.00
7146327.048999; 0.00; 0.00; 0.00
7162462.929998; 0.00; 0.00; 0.00
7178475.135998; 0.00; 0.00; 0.00
7194443.186998; 0.00; 0.00; 0.00
7210410.575999; 0.00; 0.00; 0.00
7226479.661998; 0.00; 0.00; 0.00
7242514.375000; 0.00; 0.00; 0.00
7258469.514998; 0.00; 0.00; 0.00
7274470.835999; 0.00; 0.00; 0.00
7290434.617998; 0.00; 0.00; 0.00
7306385.008998; 0.00; 0.00; 0.00
7322259.527998; 0.00; 0.00; 0.00
7338255.556998; 0.00; 0.00; 0.00
7354292.704998; 0.00; 0.00; 0.00
7370237.427999; 0.00; 0.00; 0.00
7386355.909999; 0.00; 0.00; 0.00
7402330.875998; 0.00; 0.00; 0.00
7418283.993999; 0.00; 0.00; 0.00
7434248.641998; 0.00; 0.00; 0.00
7450646.521998; 0.00; 0.00; 0.00
7466237.595999; 0.00; 0.00; 0.00
7482459.454999; 0.00; 0.00; 0.00
7515969.774999; 0.00; 0.00; 0.00
7531491.142999; 0.00; 0.00; 0.00
7547487.608998; 0.00; 0.00; 0.00
7563629.177999; 0.00; 0.00; 0.00
7579611.124998; 0.00; 0.00; 0.00
7595625.400999; 0.00; 0.00; 0.00
7611592.198998; 0.00; 0.00; 0.00
7627625.848998; 0.00; 0.00; 0.00
7644040.371999; 0.00; 0.00; 0.00
7659475.634998; 0.00; 0.00; 0.00
7675472.175999; 0.00; 0.00; 0.00
7691474.534999; 0.00; 0.00; 0.00
7707549.046999; 0.00; 0.00; 0.00
7723696.027999; 0.00; 0.00; 0.00
7739411.100999; 0.00; 0.00; 0.00
7755466.033998; 0.00; 0.00; 0.00
7771642.887999; 0.00; 0.00; 0.00
7787663.307999; 0.00; 0.00; 0.00
7803494.733998; 0.00; 0.00; 0.00
7819411.703999; 0.00; 0.00; 0.00
7835447.057999; 0.00; 0.00; 0.00
7851961.215999; 0.00; 0.00; 0.00
7867650.404999; 0.00; 0.00; 0.00
7883619.538999; 0.00; 0.00; 0.00
7899644.854999; 0.00; 0.00; 0.00
7915632.594998; 0.00; 0.00; 0.00
7931611.355999; 0.00; 0.00; 0.00
7947505.568999; 0.00; 0.00; 0.00
7966004.400999; 0.00; 0.00; 0.00
7981066.648998; 0.00; 0.00; 0.00
7996165.630999; 0.00; 0.00; 0.23
8011568.825998; 0.00; 0.00; 0.88
8027475.086998; 0.00; 0.00; 1.51
8043589.920999; 0.00; 0.00; 2.16
8059590.034999; 0.00; 0.00; 2.82
8075878.826999; 0.00; 0.00; 3.48
8091385.069999; 0.00; 0.00; 4.14
8109580.635999; 0.00; 0.00; 4.89
8124856.898998; 0.00; 0.00; 5.51
8140007.932999; 0.00; 0.00; 6.13
8155453.324998; 0.00; 0.00; 6.75
