t; x; y; theta
5560107.784000; 0.00; 0.00; 0.00
5576108.309000; 0.00; 0.00; 0.00
5592397.658000; 0.00; 0.00; 0.00
5608132.481000; 0.00; 0.00; 0.00
5624206.410000; 0.00; 0.00; 0.00
5640292.398000; 0.00; 0.00; 0.00
5656278.570000; 0.00; 0.00; 0.00
5672127.536000; 0.00; 0.00; 0.00
5688114.650000; 0.00; 0.00; 0.00
5704268.191000; 0.00; 0.00; 0.00
5720294.845000; 0.00; 0.00; 0.00
5736273.537000; 0.00; 0.00; 0.00
5752226.908000; 0.00; 0.00; 0.00
5768265.128000; 0.00; 0.00; 0.00
5784271.977000; 0.00; 0.00; 0.00
5800335.179000; 0.00; 0.00; 0.00
5816090.352000; 0.00; 0.00; 0.00
5832094.525000; 0.00; 0.00; 0.00
5848056.728000; 0.00; 0.00; 0.00
5864158.502000; 0.00; 0.00; 0.00
5931946.260000; 0.00; 0.00; 0.00
5947275.824000; 0.00; 0.00; 0.00
5962494.908000; 0.00; 0.00; 0.00
5978013.034000; 0.00; 0.00; 0.00
5995813.052000; 0.00; 0.00; 0.00
6011014.576000; 0.00; 0.00; 0.00
6026361.529000; 0.00; 0.00; 0.00
6041913.592000; 0.00; 0.00; 0.00
6057927.046000; 0.00; 0.00; 0.00
6073930.738000; 0.00; 0.00; 0.00
6089936.183000; 0.00; 0.00; 0.00
6105918.438000; 0.00; 0.00; 0.00
6121910.347000; 0.00; 0.00; 0.00
6137922.192000; 0.00; 0.00; 0.00
6154037.592000; 0.00; 0.00; 0.00
6170343.782000; 0.00; 0.00; 0.00
6185968.362000; 0.00; 0.00; 0.00
6202013.397000; 0.00; 0.00; 0.00
6217932.171000; 0.00; 0.00; 0.00
6235839.804000; 0.00; 0.00; 0.00
6251023.802000; 0.00; 0.00; 0.00
6266347.420000; 0.00; 0.00; 0.00
6281947.243000; 0.00; 0.00; 0.00
6297910.088000; 0.00; 0.00; 0.00
6313960.097000; 0.00; 0.00; 0.00
6329924.588000; 0.00; 0.00; 0.00
6345975.467000; 0.00; 0.00; 0.00
6361917.604000; 0.00; 0.00; 0.00
6377925.696000; 0.00; 0.00; 0.00
6393913.496000; 0.00; 0.00; 0.00
6409942.255000; 0.00; 0.00; 0.00
6426077.099000; 0.00; 0.00; 0.00
6442032.201000; 0.00; 0.00; 0.00
6457928.950000; 0.00; 0.00; 0.00
6474019.103000; 0.00; 0.00; 0.00
6490020.820000; 0.00; 0.00; 0.00
6505904.705000; 0.00; 0.00; 0.00
6521988.258000; 0.00; 0.00; 0.00
6537921.535000; 0.00; 0.00; 0.00
6553947.026000; 0.00; 0.00; 0.00
6569922.650000; 0.00; 0.00; 0.00
6585969.684000; 0.00; 0.00; 0.00
6601971.140000; 0.00; 0.00; 0.00
6617946.960000; 0.00; 0.00; 0.00
6633922.899000; 0.00; 0.00; 0.00
6649959.535000; 0.00; 0.00; 0.00
6666074.194000; 0.00; 0.00; 0.00
6682061.809000; 0.00; 0.00; 0.00
6698061.276000; 0.00; 0.00; 0.00
6713949.050000; 0.00; 0.00; 0.00
6730046.879000; 0.00; 0.00; 0.00
6745913.190000; 0.00; 0.00; 0.00
6761892.763000; 0.00; 0.00; 0.00
6777930.702000; 0.00; 0.00; 0.00
6793931.753000; 0.00; 0.00; 0.00
6809926.169000; 0.00; 0.00; 0.00
6825968.167000; 0.00; 0.00; 0.00
6842100.520000; 0.00; 0.00; 0.00
6857942.736000; 0.00; 0.00; 0.00
6873958.330000; 0.00; 0.00; 0.00
6889861.960000; 0.00; 0.00; 0.00
6906115.117000; 0.00; 0.00; 0.00
6922006.164000; 0.00; 0.00; 0.00
6937915.622000; 0.00; 0.00; 0.00
6953902.801000; 0.00; 0.00; 0.00
6970036.362000; 0.00; 0.00; 0.00
6991068.661000; 0.00; 0.00; 0.00
7003146.013000; 0.00; 0.00; 0.00
7018205.375000; 0.00; 0.00; 0.00
7033941.691000; 0.00; 0.00; 0.00
7049932.539000; 0.00; 0.00; 0.00
7065964.534000; 0.00; 0.00; 0.00
7082077.820000; 0.00; 0.00; 0.00
7098118.345000; 0.00; 0.00; 0.00
7114081.916000; 0.00; 0.00; 0.00
7129959.231000; 0.00; 0.00; 0.00
7145982.357000; 0.00; 0.00; 0.00
