t; x; y; theta
5340274.264000; 0.00; 0.00; 0.00
5356170.482000; 0.00; 0.00; 0.00
5374268.014000; 0.00; 0.00; 0.00
5389235.082000; 0.00; 0.00; 0.00
5404181.795000; 0.00; 0.00; 0.00
5422619.749000; 0.00; 0.00; 0.00
5437980.741000; 0.00; 0.00; 0.00
5453768.308000; 0.00; 0.00; 0.00
5469096.036000; 0.00; 0.00; 0.00
5484374.264999; 0.00; 0.00; 0.00
5500208.917000; 0.00; 0.00; 0.00
5516322.543000; 0.00; 0.00; 0.00
5532377.426000; 0.00; 0.00; 0.00
5548374.800000; 0.00; 0.00; 0.00
5564182.115000; 0.00; 0.00; 0.00
5580277.371000; 0.00; 0.00; 0.00
5596550.430000; 0.00; 0.00; 0.00
5612219.308000; 0.00; 0.00; 0.00
5628393.126000; 0.00; 0.00; 0.00
5645081.953000; 0.00; 0.00; 0.00
5710857.870000; 0.00; 0.00; 0.00
5726959.928000; 0.00; 0.00; 0.00
5742806.969000; 0.00; 0.00; 0.00
5758504.519000; 0.00; 0.00; 0.00
5774508.153000; 0.00; 0.00; 0.00
5792551.712000; 0.00; 0.00; 0.00
5807443.566000; 0.00; 0.00; 0.00
5822503.942000; 0.00; 0.00; 0.00
5840604.418000; 0.00; 0.00; 0.00
5855452.949000; 0.00; 0.00; 0.00
5870866.619999; 0.00; 0.00; 0.00
5886876.301000; 0.00; 0.00; 0.00
5902713.566001; 0.00; 0.00; 0.00
5918888.777000; 0.00; 0.00; 0.00
5935048.127000; 0.00; 0.00; 0.00
5950730.000000; 0.00; 0.00; 0.00
5966647.227000; 0.00; 0.00; 0.00
5983153.774000; 0.00; 0.00; 0.00
6007121.202000; 0.00; 0.00; 0.00
6015869.597000; 0.00; 0.00; 0.00
6031157.354000; 0.00; 0.00; 0.00
6046768.654000; 0.00; 0.00; 0.00
6062739.554999; 0.00; 0.00; 0.00
6078813.161000; 0.00; 0.00; 0.00
6094722.249000; 0.00; 0.00; 0.00
6110784.209000; 0.00; 0.00; 0.00
6126799.337000; 0.00; 0.00; 0.00
6142743.329000; 0.00; 0.00; 0.00
6158745.818000; 0.00; 0.00; 0.00
6174722.500001; 0.00; 0.00; 0.00
6190722.277999; 0.00; 0.00; 0.00
6206715.688000; 0.00; 0.00; 0.00
6222695.450000; 0.00; 0.00; 0.00
6238719.003000; 0.00; 0.00; 0.00
6254710.683000; 0.00; 0.00; 0.00
6270728.693000; 0.00; 0.00; 0.00
6286731.032000; 0.00; 0.00; 0.00
6302671.074999; 0.00; 0.00; 0.00
6318761.971000; 0.00; 0.00; 0.00
6334735.319000; 0.00; 0.00; 0.00
6350722.334000; 0.00; 0.00; 0.00
6366765.305000; 0.00; 0.00; 0.00
6382705.659000; 0.00; 0.00; 0.00
6398703.994000; 0.00; 0.00; 0.00
6414690.016000; 0.00; 0.00; 0.00
6430675.193000; 0.00; 0.00; 0.00
6446726.116000; 0.00; 0.00; 0.00
6462676.863999; 0.00; 0.00; 0.00
6478699.815000; 0.00; 0.00; 0.00
6494665.551000; 0.00; 0.00; 0.00
6510714.872000; 0.00; 0.00; 0.00
6526733.373000; 0.00; 0.00; 0.00
6542694.995000; 0.00; 0.00; 0.00
6558709.442000; 0.00; 0.00; 0.00
6574780.457000; 0.00; 0.00; 0.00
6593181.740000; 0.00; 0.00; 0.00
6608232.524000; 0.00; 0.00; 0.00
6623472.547000; 0.00; 0.00; 0.00
6638743.464000; 0.00; 0.00; 0.00
6654842.432000; 0.00; 0.00; 0.00
6670787.371000; 0.00; 0.00; 0.00
6686863.894000; 0.00; 0.00; 0.00
6702931.591000; 0.00; 0.00; 0.00
6718855.969000; 0.00; 0.00; 0.00
6734821.831000; 0.00; 0.00; 0.00
6750851.246000; 0.00; 0.00; 0.00
6766771.342000; 0.00; 0.00; 0.00
6782868.348000; 0.00; 0.00; 0.00
6798873.809000; 0.00; 0.00; 0.00
6814854.976000; 0.00; 0.00; 0.00
6831418.959000; 0.00; 0.00; 0.00
6846980.293000; 0.00; 0.00; 0.00
6862717.064000; 0.00; 0.00; 0.00
6878915.063000; 0.00; 0.00; 0.00
6894913.870000; 0.00; 0.00; 0.00
6910890.495000; 0.00; 0.00; 0.00
6927070.036000; 0.00; 0.00; 0.00
6942890.529000; 0.00; 0.00; 0.00
6958864.168000; 0.00; 0.00; 0.00
6974878.423999; 0.00; 0.00; 0.00
6992655.619000; 0.00; 0.00; 0.00
7008124.968000; 0.00; 0.00; 0.00
7023793.439000; 0.00; 0.00; 0.00
7039316.909000; 0.00; 0.00; 0.00
7054872.576000; 0.00; 0.00; 0.00
7070816.704000; 0.00; 0.00; 0.00
7086865.683000; 0.00; 0.00; 0.00
7102990.600000; 0.00; 0.00; 0.00
7118815.222000; 0.00; 0.00; 0.00
7134747.824000; 0.00; 0.00; 0.00
7150689.967000; 0.00; 0.00; 0.00
7166712.582000; 0.00; 0.00; 0.00
7182697.813000; 0.00; 0.00; 0.00
7198700.523000; 0.00; 0.00; 0.00
7214685.473001; 0.00; 0.00; 0.00
7230712.232000; 0.00; 0.00; 0.00
7246594.445000; 0.00; 0.00; 0.00
7262712.135000; 0.00; 0.00; 0.00
7278679.986000; 0.00; 0.00; 0.00
7294695.861000; 0.00; 0.00; 0.00
7310697.399000; 0.00; 0.00; 0.00
7326678.915000; 0.00; 0.00; 0.00
7343344.989000; 0.00; 0.00; 0.00
7358610.129000; 0.00; 0.00; 0.00
7374541.672000; 0.00; 0.00; 0.00
7390695.259000; 0.00; 0.00; 0.00
7406949.303000; 0.00; 0.00; 0.00
7422829.822000; 0.00; 0.00; 0.00
7439268.945000; 0.00; 0.00; 0.00
7454646.259000; 0.00; 0.00; 0.00
7470719.178001; 0.00; 0.00; 0.00
7486782.421000; 0.00; 0.00; 0.00
7502688.477000; 0.00; 0.00; 0.00
7520982.212000; 0.00; 0.00; 0.00
7536129.374000; 0.00; 0.00; 0.00
7551237.111000; 0.00; 0.00; 0.00
7566885.244000; 0.00; 0.00; 0.00
7583325.099001; 0.00; 0.00; 0.00
7598925.538000; 0.00; 0.00; 0.00
7614837.162000; 0.00; 0.00; 0.00
7630700.707000; 0.00; 0.00; 0.00
7646785.352000; 0.00; 0.00; 0.00
7662764.289000; 0.00; 0.00; 0.00
7678683.289000; 0.00; 0.00; 0.00
7694932.012000; 0.00; 0.00; 0.00
7710929.179000; 0.00; 0.00; 0.00
7726781.540000; 0.00; 0.00; 0.00
7742869.016000; 0.00; 0.00; 0.00
7758811.906000; 0.00; 0.00; 0.00
7774848.718000; 0.00; 0.00; 0.00
7790927.350000; 0.00; 0.00; 0.00
7807033.274000; 0.00; 0.00; 0.00
7822787.401001; 0.00; 0.00; 0.00
7838663.901000; 0.00; 0.00; 0.00
7854706.271000; 0.00; 0.00; 0.00
7870725.142000; 0.00; 0.00; 0.00
7886700.415999; 0.00; 0.00; 0.00
7902677.452000; 0.00; 0.00; 0.00
7918773.027999; 0.00; 0.00; 0.00
7934650.805000; 0.00; 0.00; 0.00
7950687.607000; 0.00; 0.00; 0.00
7966870.150000; 0.00; 0.00; 0.00
7982915.697001; 0.00; 0.00; 0.00
8016723.478000; 0.00; 0.00; 0.09
8026406.011000; 0.00; 0.00; 0.46
8035164.138000; 0.00; 0.00; 0.86
8047211.562000; 0.00; 0.00; 1.35
8062878.253000; 0.00; 0.00; 1.99
8079023.931000; 0.00; 0.00; 2.62
8094691.903000; 0.00; 0.00; 3.27
8110584.818000; 0.00; 0.00; 3.91
8126582.363000; 0.00; 0.00; 4.56
