t; x; y; theta
5888091.528000; 0.00; 0.00; 0.00
5903928.701000; 0.00; 0.00; 0.00
5920079.786000; 0.00; 0.00; 0.00
5936010.112000; 0.00; 0.00; 0.00
5952065.977000; 0.00; 0.00; 0.00
5968045.257000; 0.00; 0.00; 0.00
5985549.361000; 0.00; 0.00; 0.00
6000763.560000; 0.00; 0.00; 0.00
6016254.721000; 0.00; 0.00; 0.00
6031955.984000; 0.00; 0.00; 0.00
6047996.069000; 0.00; 0.00; 0.00
6066899.111000; 0.00; 0.00; 0.00
6082118.309000; 0.00; 0.00; 0.00
6097358.156000; 0.00; 0.00; 0.00
6112787.243000; 0.00; 0.00; 0.00
6127961.004000; 0.00; 0.00; 0.00
6144005.489000; 0.00; 0.00; 0.00
6159901.744000; 0.00; 0.00; 0.00
6175968.573000; 0.00; 0.00; 0.00
6191908.035000; 0.00; 0.00; 0.00
6208048.656000; 0.00; 0.00; 0.00
6224015.451000; 0.00; 0.00; 0.00
6240090.581000; 0.00; 0.00; 0.00
6261894.602000; 0.00; 0.00; 0.00
6331112.882000; 0.00; 0.00; 0.00
6346167.550000; 0.00; 0.00; 0.00
6362014.041000; 0.00; 0.00; 0.00
6380074.170000; 0.00; 0.00; 0.00
6395269.360000; 0.00; 0.00; 0.00
6410115.400000; 0.00; 0.00; 0.00
6425994.803000; 0.00; 0.00; 0.00
6443999.244000; 0.00; 0.00; 0.00
6458903.289000; 0.00; 0.00; 0.00
6473997.159000; 0.00; 0.00; 0.00
6492337.935000; 0.00; 0.00; 0.00
6507513.150000; 0.00; 0.00; 0.00
6522599.539000; 0.00; 0.00; 0.00
6538125.205000; 0.00; 0.00; 0.00
6554236.440000; 0.00; 0.00; 0.00
6570136.593000; 0.00; 0.00; 0.00
6586241.043000; 0.00; 0.00; 0.00
6602595.581000; 0.00; 0.00; 0.00
6618145.211000; 0.00; 0.00; 0.00
6634162.994000; 0.00; 0.00; 0.00
6650200.653000; 0.00; 0.00; 0.00
6666199.469000; 0.00; 0.00; 0.00
6682208.334000; 0.00; 0.00; 0.00
6698222.259000; 0.00; 0.00; 0.00
6714194.075000; 0.00; 0.00; 0.00
6730203.791000; 0.00; 0.00; 0.00
6746181.354000; 0.00; 0.00; 0.00
6762190.824000; 0.00; 0.00; 0.00
6778158.645000; 0.00; 0.00; 0.00
6794189.389000; 0.00; 0.00; 0.00
6810127.733000; 0.00; 0.00; 0.00
6826506.866000; 0.00; 0.00; 0.00
6842230.499000; 0.00; 0.00; 0.00
6858343.339000; 0.00; 0.00; 0.00
6874127.354000; 0.00; 0.00; 0.00
6890313.714000; 0.00; 0.00; 0.00
6906185.849000; 0.00; 0.00; 0.00
6922237.325000; 0.00; 0.00; 0.00
6938173.194000; 0.00; 0.00; 0.00
6954178.414000; 0.00; 0.00; 0.00
6970182.122000; 0.00; 0.00; 0.00
6986194.862000; 0.00; 0.00; 0.00
7002096.250000; 0.00; 0.00; 0.00
7018244.435000; 0.00; 0.00; 0.00
7034227.806000; 0.00; 0.00; 0.00
7050191.899000; 0.00; 0.00; 0.00
7066222.437000; 0.00; 0.00; 0.00
7082266.386000; 0.00; 0.00; 0.00
