t; x; y; theta
55572946.069000; 0.00; 0.00; 0.00
55589086.488000; 0.00; 0.00; 0.00
55605029.123000; 0.00; 0.00; 0.00
55621891.970000; 0.00; 0.00; 0.00
55637003.163000; 0.00; 0.00; 0.00
55653008.017000; 0.00; 0.00; 0.00
55669050.692000; 0.00; 0.00; 0.00
55685754.481000; 0.00; 0.00; 0.00
55701473.171000; 0.00; 0.00; 0.00
55717225.588000; 0.00; 0.00; 0.00
55733113.020000; 0.00; 0.00; 0.00
55748998.519000; 0.00; 0.00; 0.00
55764990.118000; 0.00; 0.00; 0.00
55781182.277000; 0.00; 0.00; 0.00
55797034.866000; 0.00; 0.00; 0.00
55812974.973000; 0.00; 0.00; 0.00
55828999.532000; 0.00; 0.00; 0.00
55845014.043000; 0.00; 0.00; 0.00
55861122.419000; 0.00; 0.00; 0.00
55877000.288000; 0.00; 0.00; 0.00
55895455.507000; 0.00; 0.00; 0.00
55910622.822000; 0.00; 0.00; 0.00
55925940.899000; 0.00; 0.00; 0.00
55941184.723000; 0.00; 0.00; 0.00
55956969.764000; 0.00; 0.00; 0.00
55973162.644000; 0.00; 0.00; 0.00
55990900.292000; 0.00; 0.00; 0.00
56006260.346000; 0.00; 0.00; 0.00
56021370.157000; 0.00; 0.00; 0.00
56037042.685000; 0.00; 0.00; 0.00
56053044.978000; 0.00; 0.00; 0.00
56069035.249000; 0.00; 0.00; 0.00
56084984.956000; 0.00; 0.00; 0.00
56101033.095000; 0.00; 0.00; 0.00
56117013.138000; 0.00; 0.00; 0.00
56133054.019000; 0.00; 0.00; 0.00
56148983.301000; 0.00; 0.00; 0.00
56165075.870000; 0.00; 0.00; 0.00
56181049.954000; 0.00; 0.00; 0.00
56197042.655000; 0.00; 0.00; 0.00
56213049.880000; 0.00; 0.00; 0.00
56229062.553000; 0.00; 0.00; 0.00
56245020.675000; 0.00; 0.00; 0.00
56261163.507000; 0.00; 0.00; 0.00
56276972.391000; 0.00; 0.00; 0.00
56295356.670000; 0.00; 0.00; 0.00
56310550.821000; 0.00; 0.00; 0.00
56325624.378000; 0.00; 0.00; 0.00
56341053.984000; 0.00; 0.00; 0.00
56357030.524000; 0.00; 0.00; 0.00
56372999.216000; 0.00; 0.00; 0.00
56389005.758000; 0.00; 0.00; 0.00
56405081.719000; 0.00; 0.00; 0.00
56421041.551000; 0.00; 0.00; 0.00
56437044.676000; 0.00; 0.00; 0.00
56452992.095000; 0.00; 0.00; 0.00
56469025.694000; 0.00; 0.00; 0.00
56485036.301000; 0.00; 0.00; 0.00
56501076.982000; 0.00; 0.00; 0.00
56517000.827000; 0.00; 0.00; 0.00
56533073.840000; 0.00; 0.00; 0.00
56549015.587000; 0.00; 0.00; 0.00
56565017.334000; 0.00; 0.00; 0.00
56580948.145000; 0.00; 0.00; 0.00
56597017.571000; 0.00; 0.00; 0.00
56613047.365000; 0.00; 0.00; 0.00
56628982.492000; 0.00; 0.00; 0.00
56644995.580000; 0.00; 0.00; 0.00
56661121.303000; 0.00; 0.00; 0.00
56676986.291000; 0.00; 0.00; 0.00
56693251.379000; 0.00; 0.00; 0.00
56709022.428000; 0.00; 0.00; 0.00
56725044.601000; 0.00; 0.00; 0.00
56740891.494000; 0.00; 0.00; 0.00
56756963.543000; 0.00; 0.00; 0.00
56772986.905000; 0.00; 0.00; 0.00
56791406.102000; 0.00; 0.00; 0.00
56806653.073000; 0.00; 0.00; 0.00
56821831.168000; 0.00; 0.00; 0.00
56837007.288000; 0.00; 0.00; 0.00
56853027.973000; 0.00; 0.00; 0.00
56869025.360000; 0.00; 0.00; 0.00
56884906.370000; 0.00; 0.00; 0.00
56901037.318000; 0.00; 0.00; 0.00
56916926.530000; 0.00; 0.00; 0.00
56933046.962000; 0.00; 0.00; 0.00
56949056.897000; 0.00; 0.00; 0.00
56964994.784000; 0.00; 0.00; 0.00
56981045.989000; 0.00; 0.00; 0.00
56996966.737000; 0.00; 0.00; 0.00
57013069.246000; 0.00; 0.00; 0.00
57028958.416000; 0.00; 0.00; 0.00
57045027.359000; 0.00; 0.00; 0.00
57061151.355000; 0.00; 0.00; 0.00
57077056.521000; 0.00; 0.00; 0.00
57093123.050000; 0.00; 0.00; 0.00
57109026.770000; 0.00; 0.00; 0.00
57125249.092000; 0.00; 0.00; 0.00
57140986.028000; 0.00; 0.00; 0.00
57157008.272000; 0.00; 0.00; 0.00
57175360.829000; 0.00; 0.00; 0.00
57190556.451000; 0.00; 0.00; 0.00
57205846.311000; 0.00; 0.00; 0.00
57221150.998000; 0.00; 0.00; 0.00
57236965.600000; 0.00; 0.00; 0.00
57253040.794000; 0.00; 0.00; 0.00
57271615.903000; 0.00; 0.00; 0.00
57286893.145000; 0.00; 0.00; 0.00
57301944.211000; 0.00; 0.00; 0.00
57317063.333000; 0.00; 0.00; 0.00
57332986.817000; 0.00; 0.00; 0.00
57349008.236000; 0.00; 0.00; 0.00
57364897.771000; 0.00; 0.00; 0.00
57381058.494000; 0.00; 0.00; 0.00
57397024.119000; 0.00; 0.00; 0.00
57413074.341000; 0.00; 0.00; 0.00
57429005.307000; 0.00; 0.00; 0.00
57444983.520000; 0.00; 0.00; 0.00
57461315.888000; 0.00; 0.00; 0.00
57476910.351000; 0.00; 0.00; 0.00
57495345.946000; 0.00; 0.00; 0.00
57510507.488000; 0.00; 0.00; 0.00
57525701.344000; 0.00; 0.00; 0.00
57541432.941000; 0.00; 0.00; 0.00
57557016.237000; 0.00; 0.00; 0.00
57572911.334000; 0.00; 0.00; 0.00
57588977.306000; 0.00; 0.00; 0.00
57605020.461000; 0.00; 0.00; 0.00
57621011.919000; 0.00; 0.00; 0.00
57637025.128000; 0.00; 0.00; 0.00
57653063.237000; 0.00; 0.00; 0.00
57669054.204000; 0.00; 0.00; 0.00
57684964.704000; 0.00; 0.00; 0.00
57700986.215000; 0.00; 0.00; 0.00
57716934.809000; 0.00; 0.00; 0.00
57733023.617000; 0.00; 0.00; 0.00
57748976.200000; 0.00; 0.00; 0.00
57764842.643000; 0.00; 0.00; 0.00
57783015.703000; 0.00; 0.00; 0.00
57798920.995000; 0.00; 0.00; 0.00
57814028.561000; 0.00; 0.00; 0.00
57829290.070000; 0.00; 0.00; 0.00
57844990.093000; 0.00; 0.00; 0.00
57860974.927000; 0.00; 0.00; 0.00
57877039.015000; 0.00; 0.00; 0.00
