t; x; y; theta
4995566.505000; 0.00; 0.00; 0.00
5011441.365000; 0.00; 0.00; 0.00
5028253.952000; 0.00; 0.00; 0.00
5043581.572000; 0.00; 0.00; 0.00
5059601.480000; 0.00; 0.00; 0.00
5075520.791000; 0.00; 0.00; 0.00
5091457.385000; 0.00; 0.00; 0.00
5107400.902000; 0.00; 0.00; 0.00
5123424.648000; 0.00; 0.00; 0.00
5139490.335000; 0.00; 0.00; 0.00
5155439.303000; 0.00; 0.00; 0.00
5174201.311000; 0.00; 0.00; 0.00
5189418.436000; 0.00; 0.00; 0.00
5204745.093000; 0.00; 0.00; 0.00
5219824.394000; 0.00; 0.00; 0.00
5235444.958000; 0.00; 0.00; 0.00
5252556.403000; 0.00; 0.00; 0.00
5267753.445000; 0.00; 0.00; 0.00
5283510.827000; 0.00; 0.00; 0.00
5299469.926000; 0.00; 0.00; 0.00
5365231.183000; 0.00; 0.00; 0.00
5380463.316000; 0.00; 0.00; 0.00
5396484.147000; 0.00; 0.00; 0.00
5412450.733000; 0.00; 0.00; 0.00
5430530.201000; 0.00; 0.00; 0.00
5445514.943000; 0.00; 0.00; 0.00
5460669.440000; 0.00; 0.00; 0.00
5476594.569000; 0.00; 0.00; 0.00
5492634.102000; 0.00; 0.00; 0.00
5508657.389000; 0.00; 0.00; 0.00
5524593.772000; 0.00; 0.00; 0.00
5540584.298000; 0.00; 0.00; 0.00
5556582.655000; 0.00; 0.00; 0.00
5572604.667000; 0.00; 0.00; 0.00
5588621.439000; 0.00; 0.00; 0.00
5604614.127000; 0.00; 0.00; 0.00
5620611.914000; 0.00; 0.00; 0.00
5636619.410000; 0.00; 0.00; 0.00
5652721.745000; 0.00; 0.00; 0.00
5668625.796000; 0.00; 0.00; 0.00
5684593.732000; 0.00; 0.00; 0.00
5700666.838000; 0.00; 0.00; 0.00
5716721.999000; 0.00; 0.00; 0.00
5732694.741000; 0.00; 0.00; 0.00
5748626.880000; 0.00; 0.00; 0.00
5764744.305000; 0.00; 0.00; 0.00
5780733.060000; 0.00; 0.00; 0.00
5796721.550000; 0.00; 0.00; 0.00
5812748.520000; 0.00; 0.00; 0.00
5828749.204000; 0.00; 0.00; 0.00
5844741.114000; 0.00; 0.00; 0.00
5860865.284000; 0.00; 0.00; 0.00
5876730.948000; 0.00; 0.00; 0.00
5892762.413000; 0.00; 0.00; 0.00
5908637.032000; 0.00; 0.00; 0.00
5924745.597000; 0.00; 0.00; 0.00
5940779.231000; 0.00; 0.00; 0.00
5959618.154000; 0.00; 0.00; 0.00
5974842.193000; 0.00; 0.00; 0.00
5988901.183000; 0.00; 0.00; 0.00
6004609.886000; 0.00; 0.00; 0.00
6020627.491000; 0.00; 0.00; 0.00
6036599.579000; 0.00; 0.00; 0.00
6052612.101000; 0.00; 0.00; 0.00
6068598.584000; 0.00; 0.00; 0.00
6084570.435000; 0.00; 0.00; 0.00
6100685.964000; 0.00; 0.00; 0.00
6116489.877000; 0.00; 0.00; 0.00
6132887.442000; 0.00; 0.00; 0.00
6148758.989000; 0.00; 0.00; 0.00
6164918.685000; 0.00; 0.00; 0.00
6180731.514000; 0.00; 0.00; 0.00
6196755.417000; 0.00; 0.00; 0.00
6212743.383000; 0.00; 0.00; 0.00
6228603.198000; 0.00; 0.00; 0.00
6244737.957000; 0.00; 0.00; 0.00
6260774.137000; 0.00; 0.00; 0.00
6276799.839000; 0.00; 0.00; 0.00
6292724.431000; 0.00; 0.00; 0.00
6308731.411000; 0.00; 0.00; 0.00
6324737.859000; 0.00; 0.00; 0.00
6340667.092000; 0.00; 0.00; 0.00
6356564.613000; 0.00; 0.00; 0.00
6372664.939000; 0.00; 0.00; 0.00
6388580.774000; 0.00; 0.00; 0.00
6404612.321000; 0.00; 0.00; 0.00
6420640.193000; 0.00; 0.00; 0.00
6436591.972000; 0.00; 0.00; 0.00
6461449.340000; 0.00; 0.00; 0.00
6470157.487000; 0.00; 0.00; 0.00
6485337.116000; 0.00; 0.00; 0.00
6500626.303000; 0.00; 0.00; 0.00
6516600.237000; 0.00; 0.00; 0.00
6532739.005000; 0.00; 0.00; 0.00
6548623.747000; 0.00; 0.00; 0.00
6564572.907000; 0.00; 0.00; 0.00
6580724.022000; 0.00; 0.00; 0.00
6596595.359000; 0.00; 0.00; 0.00
6612592.034000; 0.00; 0.00; 0.00
6628526.796000; 0.00; 0.00; 0.00
6644617.079000; 0.00; 0.00; 0.00
6660586.084000; 0.00; 0.00; 0.00
6676594.358000; 0.00; 0.00; 0.00
6692569.818000; 0.00; 0.00; 0.00
6708609.985000; 0.00; 0.00; 0.00
6724613.622000; 0.00; 0.00; 0.00
6740582.645000; 0.00; 0.00; 0.00
6756531.699000; 0.00; 0.00; 0.00
6772621.645000; 0.00; 0.00; 0.00
6788623.543000; 0.00; 0.00; 0.00
6804629.129000; 0.00; 0.00; 0.00
6820625.545000; 0.00; 0.00; 0.00
6836703.068000; 0.00; 0.00; 0.00
6852650.082000; 0.00; 0.00; 0.00
6868722.439000; 0.00; 0.00; 0.00
6884592.295000; 0.00; 0.00; 0.00
6900613.721000; 0.00; 0.00; 0.00
6916712.978000; 0.00; 0.00; 0.00
6932752.260000; 0.00; 0.00; 0.00
6948614.827000; 0.00; 0.00; 0.00
6964637.026000; 0.00; 0.00; 0.00
6980740.218000; 0.00; 0.00; 0.00
6998641.581000; 0.00; 0.00; 0.00
7013924.354000; 0.00; 0.00; 0.00
7029215.736000; 0.00; 0.00; 0.00
7050871.929000; 0.00; 0.00; 0.00
7060569.343000; 0.00; 0.00; 0.00
7076644.121000; 0.00; 0.00; 0.00
7092532.608000; 0.00; 0.00; 0.00
7108580.087000; 0.00; 0.00; 0.00
7124627.080000; 0.00; 0.00; 0.00
7140627.411000; 0.00; 0.00; 0.00
7156602.634000; 0.00; 0.00; 0.00
7172602.041000; 0.00; 0.00; 0.00
7188572.036000; 0.00; 0.00; 0.00
7204575.011000; 0.00; 0.00; 0.00
7220571.567000; 0.00; 0.00; 0.00
7236533.410000; 0.00; 0.00; 0.00
7252618.735000; 0.00; 0.00; 0.00
7268631.087000; 0.00; 0.00; 0.00
7284553.339000; 0.00; 0.00; 0.00
7300629.185000; 0.00; 0.00; 0.00
7316538.196000; 0.00; 0.00; 0.00
7332597.484000; 0.00; 0.00; 0.00
7348741.043000; 0.00; 0.00; 0.00
7364964.803000; 0.00; 0.00; 0.00
7380666.247000; 0.00; 0.00; 0.00
7396657.138000; 0.00; 0.00; 0.00
7412714.005000; 0.00; 0.00; 0.00
7428611.192000; 0.00; 0.00; 0.00
7444637.709000; 0.00; 0.00; 0.00
7460744.009000; 0.00; 0.00; 0.00
7476875.257000; 0.00; 0.00; 0.00
7492773.748000; 0.00; 0.00; 0.00
7508735.530000; 0.00; 0.00; 0.00
7524744.604000; 0.00; 0.00; 0.00
7540714.850000; 0.00; 0.00; 0.00
7556741.237000; 0.00; 0.00; 0.00
7572747.490000; 0.00; 0.00; 0.00
7588746.516000; 0.00; 0.00; 0.00
7604754.864000; 0.00; 0.00; 0.00
7620642.126000; 0.00; 0.00; 0.00
7636738.544000; 0.00; 0.00; 0.00
7652613.674000; 0.00; 0.00; 0.00
7668801.548000; 0.00; 0.00; 0.00
7684728.411000; 0.00; 0.00; 0.00
7700958.430000; 0.00; 0.00; 0.00
7716608.696000; 0.00; 0.00; 0.00
7732575.414000; 0.00; 0.00; 0.00
7748668.168000; 0.00; 0.00; 0.00
7764605.955000; 0.00; 0.00; 0.00
7801710.456000; 0.00; 0.00; 0.00
7817744.832000; 0.00; 0.00; 0.00
7833887.805000; 0.00; 0.00; 0.00
7849577.917000; 0.00; 0.00; 0.00
7865834.581000; 0.00; 0.00; 0.00
7881990.713000; 0.00; 0.00; 0.00
7897971.759000; 0.00; 0.00; 0.00
7913954.222000; 0.00; 0.00; 0.00
7929876.174000; 0.00; 0.00; 0.00
7945874.473000; 0.00; 0.00; 0.00
7961876.922000; 0.00; 0.00; 0.00
7977800.986000; 0.00; 0.00; 0.00
7995944.911000; 0.00; 0.00; 0.18
8011471.291000; 0.00; 0.00; 0.50
8026778.730000; 0.00; 0.00; 0.81
8041992.020000; 0.00; 0.00; 1.12
8057783.270000; 0.00; 0.00; 1.43
8073704.375000; 0.00; 0.00; 1.75
8089697.462000; 0.00; 0.00; 2.07
8105677.455000; 0.00; 0.00; 2.39
8121791.607000; 0.00; 0.00; 2.72
8137801.063000; 0.00; 0.00; 3.04
8153771.068000; 0.00; 0.00; 3.37
8169642.635000; 0.00; 0.00; 3.69
8185631.591000; 0.00; 0.00; 4.01
8201877.715000; 0.00; 0.00; 4.33
8217980.651000; 0.00; 0.00; 4.67
8233908.090000; 0.00; 0.00; 4.99
8249937.039000; 0.00; 0.00; 5.31
8265914.822000; 0.00; 0.00; 5.63
8282331.455000; 0.00; 0.00; 5.96
8297834.021000; 0.00; 0.00; 6.29
8313685.713000; 0.00; 0.00; 6.60
8329679.297000; 0.00; 0.00; 6.92
8348257.635000; 0.00; 0.00; 7.31
8367221.255000; 0.00; 0.00; 7.69
8379182.924000; 0.00; 0.00; 7.94
8394306.317000; 0.00; 0.00; 8.24
8413049.047000; 0.00; 0.00; 8.62
8428600.019000; 0.00; 0.00; 8.93
8444044.289000; 0.00; 0.00; 9.25
8459403.216000; 0.00; 0.00; 9.56
8474768.787000; 0.00; 0.00; 9.87
8490080.320000; 0.00; 0.00; 10.18
8505942.070000; 0.00; 0.00; 10.49
8521979.223000; 0.00; 0.00; 10.81
8538086.980000; 0.00; 0.00; 11.14
8553982.863000; 0.00; 0.00; 11.46
8570152.340000; 0.00; 0.00; 11.80
8585881.304000; 0.00; 0.00; 12.11
8601799.167000; 0.00; 0.00; 12.43
8617984.761000; 0.00; 0.00; 12.75
8633898.148000; 0.00; 0.00; 13.08
8649862.731000; 0.00; 0.00; 13.40
8665885.396000; 0.00; 0.00; 13.72
8681892.229000; 0.00; 0.00; 14.05
8697997.557000; 0.00; 0.00; 14.36
8713842.309000; 0.00; 0.00; 14.70
8729908.101000; 0.00; 0.00; 15.01
8745891.311000; 0.00; 0.00; 15.34
8761889.936000; 0.00; 0.00; 15.66
8777888.611000; 0.00; 0.00; 15.98
8793832.608000; 0.00; 0.00; 16.30
8809850.031000; 0.00; 0.00; 16.63
8825888.211000; 0.00; 0.00; 16.95
8841873.102000; 0.00; 0.00; 17.28
8857749.057000; 0.00; 0.00; 17.60
8873790.999000; 0.00; 0.00; 17.92
8889898.500000; 0.00; 0.00; 18.24
8906001.794000; 0.00; 0.00; 18.57
8922240.576000; 0.00; 0.00; 18.90
8937963.080000; 0.00; 0.00; 19.23
8954034.344000; 0.00; 0.00; 19.54
8970171.493000; 0.00; 0.00; 19.87
8988540.063000; 0.00; 0.00; 20.22
9003802.928000; 0.00; 0.00; 20.49
9018919.386000; 0.00; 0.00; 20.74
9033873.545000; 0.00; 0.00; 20.99
9049656.270000; 0.00; 0.00; 21.24
9065634.179000; 0.00; 0.00; 21.50
9083769.765000; 0.00; 0.00; 21.82
9098997.558000; 0.00; 0.00; 22.07
9114085.840000; 0.00; 0.00; 22.32
9129706.900000; 0.00; 0.00; 22.58
9145826.769000; 0.00; 0.00; 22.84
9161860.770000; 0.00; 0.00; 23.10
9177769.165000; 0.00; 0.00; 23.37
9193657.879000; 0.00; 0.00; 23.63
9209628.611000; 0.00; 0.00; 23.90
9227707.093000; 0.00; 0.00; 24.21
9242670.249000; 0.00; 0.00; 24.46
9257720.390000; 0.00; 0.00; 24.71
9275978.619000; 0.00; 0.00; 25.02
9291106.306000; 0.00; 0.00; 25.27
9306116.305000; 0.00; 0.00; 25.52
9321683.610000; 0.00; 0.00; 25.77
9337707.332000; 0.00; 0.00; 26.03
9353699.183000; 0.00; 0.00; 26.31
9372003.260000; 0.00; 0.00; 26.62
9387327.359000; 0.00; 0.00; 26.87
9402594.950000; 0.00; 0.00; 27.12
9417889.308000; 0.00; 0.00; 27.38
9433785.187000; 0.00; 0.00; 27.63
9449794.708000; 0.00; 0.00; 27.90
9465751.016000; 0.00; 0.00; 28.17
9481867.643000; 0.00; 0.00; 28.43
9497862.361000; 0.00; 0.00; 28.70
9513788.310000; 0.00; 0.00; 28.97
9529781.804000; 0.00; 0.00; 29.23
9545792.607000; 0.00; 0.00; 29.49
9561797.366000; 0.00; 0.00; 29.76
9577828.783000; 0.00; 0.00; 30.03
9593736.018000; 0.00; 0.00; 30.30
9610073.748000; 0.00; 0.00; 30.56
9625880.493000; 0.00; 0.00; 30.84
9642114.382000; 0.00; 0.00; 31.10
9657647.462000; 0.00; 0.00; 31.37
9673742.105000; 0.00; 0.00; 31.62
9689740.670000; 0.00; 0.00; 31.89
9705646.896000; 0.00; 0.00; 32.16
9721695.610000; 0.00; 0.00; 32.42
9737688.898000; 0.00; 0.00; 32.69
9772533.974000; 0.00; 0.00; 33.28
9788522.490000; 0.00; 0.00; 33.53
9806580.566000; 0.00; 0.00; 33.85
9821544.727000; 0.00; 0.00; 34.10
9836593.978000; 0.00; 0.00; 34.35
9854742.956000; 0.00; 0.00; 34.65
9870004.611000; 0.00; 0.00; 34.91
9886345.427000; 0.00; 0.00; 35.18
9901937.804000; 0.00; 0.00; 35.44
9917196.757000; 0.00; 0.00; 35.69
9932643.746000; 0.00; 0.00; 35.94
9948750.145000; 0.00; 0.00; 36.21
9964741.328000; 0.00; 0.00; 36.47
9980732.366000; 0.00; 0.00; 36.74
9998141.603000; 0.00; 0.00; 37.01
10013537.967000; 0.00; 0.00; 37.21
10028661.411000; 0.00; 0.00; 37.41
10044585.487000; 0.00; 0.00; 37.60
10062699.637000; 0.00; 0.00; 37.85
10078022.706000; 0.00; 0.00; 38.05
10093172.818000; 0.00; 0.00; 38.25
10108628.498000; 0.00; 0.00; 38.45
10124637.056000; 0.00; 0.00; 38.65
10140738.484000; 0.00; 0.00; 38.86
10156767.598000; 0.00; 0.00; 39.07
10172684.233000; 0.00; 0.00; 39.28
10188694.109000; 0.00; 0.00; 39.49
10204728.710000; 0.00; 0.00; 39.70
10220688.022000; 0.00; 0.00; 39.91
10236684.066000; 0.00; 0.00; 40.12
10252688.545000; 0.00; 0.00; 40.33
10268682.339000; 0.00; 0.00; 40.54
10284736.101000; 0.00; 0.00; 40.74
10300696.525000; 0.00; 0.00; 40.96
10316699.588000; 0.00; 0.00; 41.16
10332722.900000; 0.00; 0.00; 41.37
10348708.388000; 0.00; 0.00; 41.58
10364676.045000; 0.00; 0.00; 41.79
10380674.705000; 0.00; 0.00; 42.00
10396682.045000; 0.00; 0.00; 42.21
10412762.982000; 0.00; 0.00; 42.42
10428718.480000; 0.00; 0.00; 42.63
10444692.398000; 0.00; 0.00; 42.84
10460772.109000; 0.00; 0.00; 43.06
10476711.204000; 0.00; 0.00; 43.26
10492770.241000; 0.00; 0.00; 43.47
10508764.972000; 0.00; 0.00; 43.68
10524723.598000; 0.00; 0.00; 43.89
10540700.728000; 0.00; 0.00; 44.09
10556727.548000; 0.00; 0.00; 44.30
10572738.491000; 0.00; 0.00; 44.51
10588679.828000; 0.00; 0.00; 44.73
10604667.252000; 0.00; 0.00; 44.93
10620696.719000; 0.00; 0.00; 45.14
10636707.265000; 0.00; 0.00; 45.35
10652699.579000; 0.00; 0.00; 45.56
10668596.726000; 0.00; 0.00; 45.77
10684669.388000; 0.00; 0.00; 45.98
10700687.207000; 0.00; 0.00; 46.19
10716666.057000; 0.00; 0.00; 46.40
10732723.496000; 0.00; 0.00; 46.61
10748666.805000; 0.00; 0.00; 46.82
10764619.440000; 0.00; 0.00; 47.02
10780769.580000; 0.00; 0.00; 47.23
10796734.790000; 0.00; 0.00; 47.45
10812711.125000; 0.00; 0.00; 47.65
10828714.581000; 0.00; 0.00; 47.86
10844771.007000; 0.00; 0.00; 48.07
10860700.405000; 0.00; 0.00; 48.28
10876697.668000; 0.00; 0.00; 48.49
10892648.000000; 0.00; 0.00; 48.70
10908642.196000; 0.00; 0.00; 48.91
10924691.173000; 0.00; 0.00; 49.12
10940678.498000; 0.00; 0.00; 49.33
10956714.157000; 0.00; 0.00; 49.54
10972694.185000; 0.00; 0.00; 49.75
10988551.577000; 0.00; 0.00; 49.93
11006645.077000; 0.00; 0.00; 50.13
11021641.427000; 0.00; 0.00; 50.28
11036536.987000; 0.00; 0.00; 50.44
11052578.335000; 0.00; 0.00; 50.59
11068610.476000; 0.00; 0.00; 50.76
11084724.543000; 0.00; 0.00; 50.92
11100621.893000; 0.00; 0.00; 51.09
11116704.764000; 0.00; 0.00; 51.26
11132715.364000; 0.00; 0.00; 51.42
11148715.691000; 0.00; 0.00; 51.59
11164689.425000; 0.00; 0.00; 51.75
11180680.193000; 0.00; 0.00; 51.91
11196661.839000; 0.00; 0.00; 52.08
11212733.821000; 0.00; 0.00; 52.24
11228723.616000; 0.00; 0.00; 52.41
11244692.755000; 0.00; 0.00; 52.57
11260705.411000; 0.00; 0.00; 52.74
11276736.452000; 0.00; 0.00; 52.90
11292711.922000; 0.00; 0.00; 53.07
11308716.204000; 0.00; 0.00; 53.23
11324717.405000; 0.00; 0.00; 53.40
11340765.122000; 0.00; 0.00; 53.56
11356657.082000; 0.00; 0.00; 53.73
11372850.459000; 0.00; 0.00; 53.89
11388757.808000; 0.00; 0.00; 54.07
11404863.139000; 0.00; 0.00; 54.23
11420806.269000; 0.00; 0.00; 54.39
11436883.733000; 0.00; 0.00; 54.56
11452786.576000; 0.00; 0.00; 54.72
11469180.831000; 0.00; 0.00; 54.90
11484648.599000; 0.00; 0.00; 55.05
11500798.338000; 0.00; 0.00; 55.21
11516690.357000; 0.00; 0.00; 55.38
11532632.286000; 0.00; 0.00; 55.54
11548664.139000; 0.00; 0.00; 55.71
11564848.967000; 0.00; 0.00; 55.87
11580882.548000; 0.00; 0.00; 56.04
11596780.298000; 0.00; 0.00; 56.21
11612727.540000; 0.00; 0.00; 56.37
11628943.304000; 0.00; 0.00; 56.54
11644872.046000; 0.00; 0.00; 56.70
11660883.666000; 0.00; 0.00; 56.86
11676697.883000; 0.00; 0.00; 57.03
11692679.439000; 0.00; 0.00; 57.19
11708687.020000; 0.00; 0.00; 57.36
11724667.273000; 0.00; 0.00; 57.52
11740678.227000; 0.00; 0.00; 57.68
11756636.576000; 0.00; 0.00; 57.85
11772546.750000; 0.00; 0.00; 58.01
11788634.017000; 0.00; 0.00; 58.18
11804633.975000; 0.00; 0.00; 58.34
11820691.293000; 0.00; 0.00; 58.51
11836696.869000; 0.00; 0.00; 58.67
11852690.007000; 0.00; 0.00; 58.84
11868603.062000; 0.00; 0.00; 59.00
11886799.520000; 0.00; 0.00; 59.20
11901947.121000; 0.00; 0.00; 59.36
11917412.178000; 0.00; 0.00; 59.52
11932931.025000; 0.00; 0.00; 59.68
11948771.502000; 0.00; 0.00; 59.83
11964881.455000; 0.00; 0.00; 60.00
11980895.230000; 0.00; 0.00; 60.17
11998351.268000; 0.00; 0.00; 60.33
12013423.939000; 0.00; 0.00; 60.46
12028668.055000; 0.00; 0.00; 60.58
12046974.656000; 0.00; 0.00; 60.74
12062362.261000; 0.00; 0.00; 60.86
12077892.385000; 0.00; 0.00; 60.99
