t; x; y; theta
5769547.382000; 0.00; 0.00; 0.00
5785471.093000; 0.00; 0.00; 0.00
5801458.528000; 0.00; 0.00; 0.00
5817600.202000; 0.00; 0.00; 0.00
5833617.675000; 0.00; 0.00; 0.00
5849467.508000; 0.00; 0.00; 0.00
5865484.665000; 0.00; 0.00; 0.00
5881537.424000; 0.00; 0.00; 0.00
5897470.473000; 0.00; 0.00; 0.00
5913598.504000; 0.00; 0.00; 0.00
5929481.241000; 0.00; 0.00; 0.00
5945472.044000; 0.00; 0.00; 0.00
5961452.829000; 0.00; 0.00; 0.00
5977467.797000; 0.00; 0.00; 0.00
5994895.015000; 0.00; 0.00; 0.00
6009967.348000; 0.00; 0.00; 0.00
6025364.883000; 0.00; 0.00; 0.00
6041325.826000; 0.00; 0.00; 0.00
6057311.925000; 0.00; 0.00; 0.00
6073466.929000; 0.00; 0.00; 0.00
6137376.544000; 0.00; 0.00; 0.00
6153494.208000; 0.00; 0.00; 0.00
6169374.018000; 0.00; 0.00; 0.00
6187404.911000; 0.00; 0.00; 0.00
6202254.454000; 0.00; 0.00; 0.00
6217619.435000; 0.00; 0.00; 0.00
6233546.784000; 0.00; 0.00; 0.00
6249547.359000; 0.00; 0.00; 0.00
6265554.789000; 0.00; 0.00; 0.00
6281595.721000; 0.00; 0.00; 0.00
6297570.086000; 0.00; 0.00; 0.00
6313537.325000; 0.00; 0.00; 0.00
6329552.056000; 0.00; 0.00; 0.00
6345538.850000; 0.00; 0.00; 0.00
6361508.184000; 0.00; 0.00; 0.00
6377534.242000; 0.00; 0.00; 0.00
6393578.876000; 0.00; 0.00; 0.00
6409533.266000; 0.00; 0.00; 0.00
6425525.813000; 0.00; 0.00; 0.00
6441532.245000; 0.00; 0.00; 0.00
6457496.613000; 0.00; 0.00; 0.00
6473537.319000; 0.00; 0.00; 0.00
6489523.015000; 0.00; 0.00; 0.00
6505549.167000; 0.00; 0.00; 0.00
6521749.394000; 0.00; 0.00; 0.00
6537656.923000; 0.00; 0.00; 0.00
6553655.403000; 0.00; 0.00; 0.00
6569828.454000; 0.00; 0.00; 0.00
6585670.018000; 0.00; 0.00; 0.00
6601655.468000; 0.00; 0.00; 0.00
6617927.518000; 0.00; 0.00; 0.00
6633723.068000; 0.00; 0.00; 0.00
6649683.928000; 0.00; 0.00; 0.00
6665682.188000; 0.00; 0.00; 0.00
6681676.182000; 0.00; 0.00; 0.00
6700223.930000; 0.00; 0.00; 0.00
6715552.387000; 0.00; 0.00; 0.00
6730906.747000; 0.00; 0.00; 0.00
6746197.132000; 0.00; 0.00; 0.00
6761645.234000; 0.00; 0.00; 0.00
6777542.470000; 0.00; 0.00; 0.00
6793531.794000; 0.00; 0.00; 0.00
6809530.264000; 0.00; 0.00; 0.00
6825686.472000; 0.00; 0.00; 0.00
6841760.728000; 0.00; 0.00; 0.00
6857557.164000; 0.00; 0.00; 0.00
6873536.993000; 0.00; 0.00; 0.00
6889653.701000; 0.00; 0.00; 0.00
6905608.827000; 0.00; 0.00; 0.00
6921590.583000; 0.00; 0.00; 0.00
6937671.847000; 0.00; 0.00; 0.00
6953535.797000; 0.00; 0.00; 0.00
6969657.030000; 0.00; 0.00; 0.00
6986819.558000; 0.00; 0.00; 0.00
7002119.846000; 0.00; 0.00; 0.00
7017596.729000; 0.00; 0.00; 0.00
7033574.637000; 0.00; 0.00; 0.00
7049566.782000; 0.00; 0.00; 0.00
7065529.036000; 0.00; 0.00; 0.00
7081521.101000; 0.00; 0.00; 0.00
7097538.268000; 0.00; 0.00; 0.00
7113550.534000; 0.00; 0.00; 0.00
7129499.447000; 0.00; 0.00; 0.00
7145555.212000; 0.00; 0.00; 0.00
7161547.909000; 0.00; 0.00; 0.00
7177568.940000; 0.00; 0.00; 0.00
7193535.512000; 0.00; 0.00; 0.00
7209778.276000; 0.00; 0.00; 0.00
7225532.542000; 0.00; 0.00; 0.00
7241532.691000; 0.00; 0.00; 0.00
