t; x; y; theta
4441584.567000; 0.00; 0.00; 0.00
4457139.144000; 0.00; 0.00; 0.00
4473033.715000; 0.00; 0.00; 0.00
4488929.608000; 0.00; 0.00; 0.00
4504932.502000; 0.00; 0.00; 0.00
4523208.955000; 0.00; 0.00; 0.00
4538292.281000; 0.00; 0.00; 0.00
4553387.514000; 0.00; 0.00; 0.00
4568932.396001; 0.00; 0.00; 0.00
4584906.807000; 0.00; 0.00; 0.00
4604357.696000; 0.00; 0.00; 0.00
4619461.248000; 0.00; 0.00; 0.00
4637725.749000; 0.00; 0.00; 0.00
4649640.052000; 0.00; 0.00; 0.00
4665083.875000; 0.00; 0.00; 0.00
4680886.207999; 0.00; 0.00; 0.00
4696925.242001; 0.00; 0.00; 0.00
4712937.834001; 0.00; 0.00; 0.00
4728935.757000; 0.00; 0.00; 0.00
4744923.829000; 0.00; 0.00; 0.00
4761015.535000; 0.00; 0.00; 0.00
4776889.368999; 0.00; 0.00; 0.00
4792927.962999; 0.00; 0.00; 0.00
4808962.283999; 0.00; 0.00; 0.00
4824964.979000; 0.00; 0.00; 0.00
4840972.083000; 0.00; 0.00; 0.00
4856912.893001; 0.00; 0.00; 0.00
4872988.392000; 0.00; 0.00; 0.00
4889004.056000; 0.00; 0.00; 0.00
4905318.883000; 0.00; 0.00; 0.00
4971280.419001; 0.00; 0.00; 0.00
4988727.391000; 0.00; 0.00; 0.00
5003934.151000; 0.00; 0.00; 0.00
5019232.193000; 0.00; 0.00; 0.00
5035200.064000; 0.00; 0.00; 0.00
5051126.365001; 0.00; 0.00; 0.00
5067146.038000; 0.00; 0.00; 0.00
5083149.786000; 0.00; 0.00; 0.00
5099086.293000; 0.00; 0.00; 0.00
5115117.433000; 0.00; 0.00; 0.00
5131178.604999; 0.00; 0.00; 0.00
5147115.361000; 0.00; 0.00; 0.00
5163133.265000; 0.00; 0.00; 0.00
5179124.914001; 0.00; 0.00; 0.00
5195055.797000; 0.00; 0.00; 0.00
5211144.846000; 0.00; 0.00; 0.00
5227144.528999; 0.00; 0.00; 0.00
5243116.414001; 0.00; 0.00; 0.00
5259121.092000; 0.00; 0.00; 0.00
5275119.843000; 0.00; 0.00; 0.00
5291086.135000; 0.00; 0.00; 0.00
5307119.288000; 0.00; 0.00; 0.00
5323116.044000; 0.00; 0.00; 0.00
5339118.268000; 0.00; 0.00; 0.00
5355117.715000; 0.00; 0.00; 0.00
5371113.118000; 0.00; 0.00; 0.00
5387073.687000; 0.00; 0.00; 0.00
5403121.299000; 0.00; 0.00; 0.00
5419232.384000; 0.00; 0.00; 0.00
5435371.813001; 0.00; 0.00; 0.00
5451317.413000; 0.00; 0.00; 0.00
5467256.453000; 0.00; 0.00; 0.00
5483157.668000; 0.00; 0.00; 0.00
5499207.382999; 0.00; 0.00; 0.00
5515261.309999; 0.00; 0.00; 0.00
5531321.735001; 0.00; 0.00; 0.00
5547259.141000; 0.00; 0.00; 0.00
5563324.914001; 0.00; 0.00; 0.00
5579145.936000; 0.00; 0.00; 0.00
5600767.711000; 0.00; 0.00; 0.00
5612619.162001; 0.00; 0.00; 0.00
5627644.141000; 0.00; 0.00; 0.00
5643044.655000; 0.00; 0.00; 0.00
5659138.231000; 0.00; 0.00; 0.00
5675011.979000; 0.00; 0.00; 0.00
5691113.827000; 0.00; 0.00; 0.00
5707105.116000; 0.00; 0.00; 0.00
5723093.709000; 0.00; 0.00; 0.00
5739130.656000; 0.00; 0.00; 0.00
5755105.447001; 0.00; 0.00; 0.00
5771053.002000; 0.00; 0.00; 0.00
5787090.390000; 0.00; 0.00; 0.00
5803099.083000; 0.00; 0.00; 0.00
5819170.351000; 0.00; 0.00; 0.00
5835211.902000; 0.00; 0.00; 0.00
5851229.273000; 0.00; 0.00; 0.00
5867323.340000; 0.00; 0.00; 0.00
5883117.291000; 0.00; 0.00; 0.00
5899130.170000; 0.00; 0.00; 0.00
5915138.060000; 0.00; 0.00; 0.00
5931167.214999; 0.00; 0.00; 0.00
5947112.789001; 0.00; 0.00; 0.00
5963118.295000; 0.00; 0.00; 0.00
5990748.451000; 0.00; 0.00; 0.00
6011237.259999; 0.00; 0.00; 1.54
6017349.511001; 0.00; 0.00; 2.09
6027069.854000; 0.00; 0.00; 3.05
6043112.953000; 0.00; 0.00; 4.70
6059116.497000; 0.00; 0.00; 6.35
6075243.749000; 0.00; 0.00; 8.02
6091118.488001; 0.00; 0.00; 9.65
6107129.431001; 0.00; 0.00; 11.26
6123117.267000; 0.00; 0.00; 12.91
6139113.417000; 0.00; 0.00; 14.53
6155319.542000; 0.00; 0.00; 16.19
6171326.842000; 0.00; 0.00; 17.87
6187253.134001; 0.00; 0.00; 19.50
6203231.769000; 0.00; 0.00; 21.13
6219311.927999; 0.00; 0.00; 22.77
6235426.381001; 0.00; 0.00; 24.39
6251341.442000; 0.00; 0.00; 26.07
6267325.650002; 0.00; 0.00; 27.68
6283332.093000; 0.00; 0.00; 29.33
6299259.827001; 0.00; 0.00; 30.99
6315262.332000; 0.00; 0.00; 32.59
6331328.946000; 0.00; 0.00; 34.22
6347196.567000; 0.00; 0.00; 35.84
6363234.403000; 0.00; 0.00; 37.51
6379641.214000; 0.00; 0.00; 39.13
6395063.752999; 0.00; 0.00; 40.78
6411106.217999; 0.00; 0.00; 42.35
6427308.350000; 0.00; 0.00; 43.98
6443112.188000; 0.00; 0.00; 45.63
6459115.249000; 0.00; 0.00; 47.24
6475228.659000; 0.00; 0.00; 48.92
6493339.832000; 0.00; 0.00; 50.84
6509049.072001; 0.00; 0.00; 52.45
6524481.639000; 0.00; 0.00; 54.02
6539644.134000; 0.00; 0.00; 55.58
6555327.139000; 0.00; 0.00; 57.14
6571447.330000; 0.00; 0.00; 58.78
6587262.469000; 0.00; 0.00; 60.41
6603184.751000; 0.00; 0.00; 62.01
6619122.052999; 0.00; 0.00; 63.64
6635139.882000; 0.00; 0.00; 65.27
6651259.115001; 0.00; 0.00; 66.89
6667311.943000; 0.00; 0.00; 68.58
6683314.768000; 0.00; 0.00; 70.22
6699268.211000; 0.00; 0.00; 71.83
6715308.091002; 0.00; 0.00; 73.49
6731338.327001; 0.00; 0.00; 75.11
6747132.629000; 0.00; 0.00; 76.73
6763067.342000; 0.00; 0.00; 78.36
6779239.733001; 0.00; 0.00; 80.00
