t; x; y; theta
5155205.362000; 0.00; 0.00; 0.00
5170450.129000; 0.00; 0.00; 0.00
5186004.452000; 0.00; 0.00; 0.00
5201903.536000; 0.00; 0.00; 0.00
5217978.520000; 0.00; 0.00; 0.00
5233948.921000; 0.00; 0.00; 0.00
5250005.021000; 0.00; 0.00; 0.00
5265935.747000; 0.00; 0.00; 0.00
5281859.652000; 0.00; 0.00; 0.00
5297929.976999; 0.00; 0.00; 0.00
5313899.307000; 0.00; 0.00; 0.00
5329937.611000; 0.00; 0.00; 0.00
5346077.471000; 0.00; 0.00; 0.00
5361888.337998; 0.00; 0.00; 0.00
5378254.528999; 0.00; 0.00; 0.00
5393823.885000; 0.00; 0.00; 0.00
5410011.733000; 0.00; 0.00; 0.00
5425923.815000; 0.00; 0.00; 0.00
5441904.589999; 0.00; 0.00; 0.00
5457938.916001; 0.00; 0.00; 0.00
5473954.806999; 0.00; 0.00; 0.00
5490022.041001; 0.00; 0.00; 0.00
5593918.433001; 0.00; 0.00; 0.00
5609091.155000; 0.00; 0.00; 0.00
5625185.186000; 0.00; 0.00; 0.00
5641202.365000; 0.00; 0.00; 0.00
5657038.374001; 0.00; 0.00; 0.00
5673119.910000; 0.00; 0.00; 0.00
5689179.172999; 0.00; 0.00; 0.00
5705100.503000; 0.00; 0.00; 0.00
5721182.240000; 0.00; 0.00; 0.00
5737145.176001; 0.00; 0.00; 0.00
5753149.504000; 0.00; 0.00; 0.00
5769152.465000; 0.00; 0.00; 0.00
5785137.028000; 0.00; 0.00; 0.00
5801181.943000; 0.00; 0.00; 0.00
5817157.326000; 0.00; 0.00; 0.00
5833164.781000; 0.00; 0.00; 0.00
5849157.647000; 0.00; 0.00; 0.00
5865178.847000; 0.00; 0.00; 0.00
5881078.521000; 0.00; 0.00; 0.00
5897200.360000; 0.00; 0.00; 0.00
5913190.255000; 0.00; 0.00; 0.00
5929060.032001; 0.00; 0.00; 0.00
5945039.761000; 0.00; 0.00; 0.00
5961192.641000; 0.00; 0.00; 0.00
5977138.719000; 0.00; 0.00; 0.00
5994790.755000; 0.00; 0.00; 0.00
6009977.504999; 0.00; 0.00; 0.00
6025256.565000; 0.00; 0.00; 0.00
6041528.504999; 0.00; 0.00; 0.00
6056936.143999; 0.00; 0.00; 0.00
6074999.014999; 0.00; 0.00; 0.00
6089837.568999; 0.00; 0.00; 0.00
6104988.096000; 0.00; 0.00; 0.00
6123013.943000; 0.00; 0.00; 0.00
6138075.725000; 0.00; 0.00; 0.00
6153298.210000; 0.00; 0.00; 0.00
6169199.505000; 0.00; 0.00; 0.00
6185127.331000; 0.00; 0.00; 0.00
6201132.882000; 0.00; 0.00; 0.00
