t; x; y; theta
5285602.091998; 0.00; 0.00; 0.00
5301602.389999; 0.00; 0.00; 0.00
5317646.450999; 0.00; 0.00; 0.00
5333652.776999; 0.00; 0.00; 0.00
5349573.391000; 0.00; 0.00; 0.00
5365586.967999; 0.00; 0.00; 0.00
5381536.216998; 0.00; 0.00; 0.00
5397473.807000; 0.00; 0.00; 0.00
5413924.911000; 0.00; 0.00; 0.00
5429758.092000; 0.00; 0.00; 0.00
5445818.702999; 0.00; 0.00; 0.00
5461764.839999; 0.00; 0.00; 0.00
5477768.874000; 0.00; 0.00; 0.00
5493633.365000; 0.00; 0.00; 0.00
5509664.315000; 0.00; 0.00; 0.00
5525597.777999; 0.00; 0.00; 0.00
5541573.471999; 0.00; 0.00; 0.00
5557636.999998; 0.00; 0.00; 0.00
5576059.105999; 0.00; 0.00; 0.00
5591454.051000; 0.00; 0.00; 0.00
5606763.893999; 0.00; 0.00; 0.00
5621989.190000; 0.00; 0.00; 0.00
5638196.216000; 0.00; 0.00; 0.00
5653754.349000; 0.00; 0.00; 0.00
5669660.421000; 0.00; 0.00; 0.00
5685578.896000; 0.00; 0.00; 0.00
5701617.011000; 0.00; 0.00; 0.00
5717611.046000; 0.00; 0.00; 0.00
5733648.970999; 0.00; 0.00; 0.00
5749646.474999; 0.00; 0.00; 0.00
5856484.453001; 0.00; 0.00; 0.00
5874554.816999; 0.00; 0.00; 0.00
5889751.592999; 0.00; 0.00; 0.00
5904580.532000; 0.00; 0.00; 0.00
5922729.421000; 0.00; 0.00; 0.00
5937791.875999; 0.00; 0.00; 0.00
5953188.042000; 0.00; 0.00; 0.00
5968808.747000; 0.00; 0.00; 0.00
5989759.926999; 0.00; 0.00; 0.00
6008187.289000; 0.00; 0.00; 0.00
6016918.948000; 0.00; 0.00; 0.00
6032669.191999; 0.00; 0.00; 0.00
6048753.912000; 0.00; 0.00; 0.00
6064647.412000; 0.00; 0.00; 0.00
6080637.938000; 0.00; 0.00; 0.00
6096627.587999; 0.00; 0.00; 0.00
6112628.164000; 0.00; 0.00; 0.00
6128491.417000; 0.00; 0.00; 0.00
6146596.175999; 0.00; 0.00; 0.00
6161818.157000; 0.00; 0.00; 0.00
6177091.825999; 0.00; 0.00; 0.00
6192621.569999; 0.00; 0.00; 0.00
6208641.995000; 0.00; 0.00; 0.00
6224623.658000; 0.00; 0.00; 0.00
6240639.848000; 0.00; 0.00; 0.00
6256651.624000; 0.00; 0.00; 0.00
6272623.950000; 0.00; 0.00; 0.00
6290882.891000; 0.00; 0.00; 0.00
6305944.384000; 0.00; 0.00; 0.00
6320998.565999; 0.00; 0.00; 0.00
6336627.675000; 0.00; 0.00; 0.00
6352618.412999; 0.00; 0.00; 0.00
6371571.355999; 0.00; 0.00; 0.00
6384541.075000; 0.00; 0.00; 0.00
6400844.697000; 0.00; 0.00; 0.00
6416805.136000; 0.00; 0.00; 0.00
6432758.270000; 0.00; 0.00; 0.00
6448809.549999; 0.00; 0.00; 0.00
6464781.976999; 0.00; 0.00; 0.00
6480640.574999; 0.00; 0.00; 0.00
6496636.414999; 0.00; 0.00; 0.00
6512617.401000; 0.00; 0.00; 0.00
6528578.270999; 0.00; 0.00; 0.00
6544684.460999; 0.00; 0.00; 0.00
6566680.797999; 0.00; 0.00; 0.00
6578602.794000; 0.00; 0.00; 0.00
6593669.033000; 0.00; 0.00; 0.00
6608755.979000; 0.00; 0.00; 0.00
6624617.006000; 0.00; 0.00; 0.00
6640559.618000; 0.00; 0.00; 0.00
6656712.727999; 0.00; 0.00; 0.00
6672568.975999; 0.00; 0.00; 0.00
6688615.289999; 0.00; 0.00; 0.00
6704622.785999; 0.00; 0.00; 0.00
6720665.815000; 0.00; 0.00; 0.00
6736545.206000; 0.00; 0.00; 0.00
6752584.410999; 0.00; 0.00; 0.00
6768618.543000; 0.00; 0.00; 0.00
6784586.349000; 0.00; 0.00; 0.00
6800579.231999; 0.00; 0.00; 0.00
6816628.970000; 0.00; 0.00; 0.00
6832614.690000; 0.00; 0.00; 0.00
6848622.011000; 0.00; 0.00; 0.00
6864624.209999; 0.00; 0.00; 0.00
6880516.292000; 0.00; 0.00; 0.00
6898616.571000; 0.00; 0.00; 0.00
6914563.155999; 0.00; 0.00; 0.00
6929740.304000; 0.00; 0.00; 0.00
6944871.429000; 0.00; 0.00; 0.00
6960647.556999; 0.00; 0.00; 0.00
6976766.611001; 0.00; 0.00; 0.00
7020845.936000; 0.00; 0.00; 0.00
7036790.348999; 0.00; 0.00; 0.00
7052821.664000; 0.00; 0.00; 0.00
7069000.573999; 0.00; 0.00; 0.00
7085000.813000; 0.00; 0.00; 0.00
7100962.941000; 0.00; 0.00; 0.00
7116956.190000; 0.00; 0.00; 0.00
7132698.957000; 0.00; 0.00; 0.00
7151181.013000; 0.00; 0.00; 0.00
7166611.837999; 0.00; 0.00; 0.00
7182125.370999; 0.00; 0.00; 0.00
7197569.363000; 0.00; 0.00; 0.00
7212889.032000; 0.00; 0.00; 0.00
