t; x; y; theta
1183333.000000; 1.30; 1.75; 123.85
1200000.000000; 1.30; 1.75; 123.85
1216666.000000; 1.30; 1.75; 123.85
1233333.000000; 1.30; 1.75; 123.85
1241666.000000; 1.30; 1.75; 123.85
1258333.000000; 1.30; 1.75; 123.84
1274999.000000; 1.30; 1.75; 123.86
1291666.000000; 1.30; 1.75; 123.85
1308333.000000; 1.30; 1.75; 123.87
1325000.000000; 1.30; 1.75; 123.84
1341666.000000; 1.30; 1.75; 123.86
1358333.000000; 1.30; 1.75; 123.85
1375000.000000; 1.30; 1.75; 123.86
1391666.000000; 1.30; 1.75; 123.86
1408333.000000; 1.30; 1.75; 123.86
1425000.000000; 1.30; 1.75; 123.85
1441666.000000; 1.30; 1.75; 123.85
1450000.000000; 1.30; 1.75; 123.85
1466666.000000; 1.30; 1.75; 123.86
1483333.000000; 1.30; 1.75; 123.86
1500000.000000; 1.30; 1.75; 123.84
1516666.000000; 1.30; 1.75; 123.85
1533333.000000; 1.30; 1.75; 123.85
1550000.000000; 1.30; 1.75; 123.87
1566666.000000; 1.30; 1.75; 123.85
1583333.000000; 1.30; 1.75; 123.85
1600000.000000; 1.30; 1.75; 123.86
1616666.000000; 1.30; 1.75; 123.85
1633333.000000; 1.30; 1.75; 123.85
1641666.000000; 1.30; 1.75; 123.85
1658333.000000; 1.30; 1.75; 123.86
1675000.000000; 1.30; 1.75; 123.86
1691666.000000; 1.30; 1.75; 123.85
1708333.000000; 1.30; 1.75; 123.85
1725000.000000; 1.30; 1.75; 123.85
1741666.000000; 1.30; 1.75; 123.85
1758333.000000; 1.30; 1.75; 123.85
1774999.000000; 1.30; 1.75; 123.86
1791666.000000; 1.30; 1.75; 123.86
1808333.000000; 1.30; 1.75; 123.86
1825000.000000; 1.30; 1.75; 123.84
1841666.000000; 1.30; 1.75; 123.85
1850000.000000; 1.30; 1.75; 123.86
1866666.000000; 1.30; 1.75; 123.85
1883333.000000; 1.30; 1.75; 123.85
1900000.000000; 1.30; 1.75; 123.86
1916666.000000; 1.30; 1.75; 123.84
1933333.000000; 1.30; 1.75; 123.86
1950000.000000; 1.30; 1.75; 123.84
1966666.000000; 1.30; 1.75; 123.86
1983333.000000; 1.30; 1.75; 123.86
2000000.000000; 1.30; 1.75; 123.85
2016666.000000; 1.30; 1.75; 123.85
2033333.000000; 1.30; 1.75; 123.86
2041666.000000; 1.30; 1.75; 123.84
2058333.000000; 1.30; 1.75; 123.86
2075000.000000; 1.30; 1.75; 123.86
2091666.000000; 1.30; 1.75; 123.86
2108333.000000; 1.30; 1.75; 123.85
2125000.000000; 1.30; 1.75; 123.85
2141666.000000; 1.30; 1.75; 123.84
2158333.000000; 1.30; 1.75; 123.84
2175000.000000; 1.30; 1.75; 123.85
2191666.000000; 1.30; 1.75; 123.85
2208333.000000; 1.30; 1.75; 123.86
2225000.000000; 1.30; 1.75; 123.85
2241666.000000; 1.30; 1.75; 123.85
2250000.000000; 1.30; 1.75; 123.85
2266666.000000; 1.30; 1.75; 123.87
2283333.000000; 1.30; 1.75; 123.85
2300000.000000; 1.30; 1.75; 123.86
2316666.000000; 1.30; 1.75; 123.86
2333333.000000; 1.30; 1.75; 123.84
2350000.000000; 1.30; 1.75; 123.85
2366666.000000; 1.30; 1.75; 123.86
2383333.000000; 1.30; 1.75; 123.86
2400000.000000; 1.30; 1.75; 123.85
2416666.000000; 1.30; 1.75; 123.85
2433333.000000; 1.30; 1.75; 123.86
2441666.000000; 1.30; 1.75; 123.85
2458333.000000; 1.30; 1.75; 123.85
2475000.000000; 1.30; 1.75; 123.86
2491666.000000; 1.30; 1.75; 123.86
2508333.000000; 1.30; 1.75; 123.86
2525000.000000; 1.30; 1.75; 123.86
2541666.000000; 1.30; 1.75; 123.85
2558333.000000; 1.30; 1.75; 123.85
2575000.000000; 1.30; 1.75; 123.85
2591666.000000; 1.30; 1.75; 123.85
2608333.000000; 1.30; 1.75; 123.85
2625000.000000; 1.30; 1.75; 123.84
2633333.000000; 1.30; 1.75; 123.85
2650000.000000; 1.30; 1.75; 123.86
2666666.000000; 1.30; 1.75; 123.86
2683333.000000; 1.30; 1.75; 123.85
2700000.000000; 1.30; 1.75; 123.85
2716666.000000; 1.30; 1.75; 123.86
2733333.000000; 1.30; 1.75; 123.85
2750000.000000; 1.30; 1.75; 123.86
2766666.000000; 1.30; 1.75; 123.85
2783333.000000; 1.30; 1.75; 123.86
2800000.000000; 1.30; 1.75; 123.85
2816666.000000; 1.30; 1.75; 123.86
2833333.000000; 1.30; 1.75; 123.85
2841666.000000; 1.30; 1.75; 123.85
2858333.000000; 1.30; 1.75; 123.86
2875000.000000; 1.30; 1.75; 123.85
2891666.000000; 1.30; 1.75; 123.86
2908333.000000; 1.30; 1.75; 123.86
2925000.000000; 1.30; 1.75; 123.85
2941666.000000; 1.30; 1.75; 123.85
2958333.000000; 1.30; 1.75; 123.85
2975000.000000; 1.30; 1.75; 123.84
2991666.000000; 1.30; 1.75; 123.86
3008333.000000; 1.30; 1.75; 123.85
3025000.000000; 1.30; 1.75; 123.86
3041666.000000; 1.30; 1.75; 123.86
3050000.000000; 1.30; 1.75; 123.85
3066666.000000; 1.30; 1.75; 123.85
3083333.000000; 1.30; 1.75; 123.85
3100000.000000; 1.30; 1.75; 123.87
3116666.000000; 1.30; 1.75; 123.85
3133333.000000; 1.30; 1.75; 123.85
