t; x; y; theta
19775000.000000; 1.23; 1.73; -1.97
19791666.000000; 1.23; 1.73; -1.96
19808333.000000; 1.23; 1.73; -1.97
19825000.000000; 1.23; 1.73; -1.98
19841666.000000; 1.23; 1.73; -1.97
19858333.000000; 1.23; 1.73; -1.97
19875000.000000; 1.23; 1.73; -1.98
19891666.000000; 1.23; 1.73; -1.97
19908333.000000; 1.23; 1.73; -1.97
19916666.000000; 1.23; 1.73; -1.97
19933333.000000; 1.23; 1.73; -1.96
19950000.000000; 1.23; 1.73; -1.97
19966666.000000; 1.23; 1.73; -1.97
19983333.000000; 1.23; 1.73; -1.98
20000000.000000; 1.23; 1.73; -1.97
20016666.000000; 1.23; 1.73; -1.97
20033333.000000; 1.23; 1.73; -1.97
20050000.000000; 1.23; 1.73; -1.97
20066666.000000; 1.23; 1.73; -1.98
20083333.000000; 1.23; 1.73; -1.98
20100000.000000; 1.23; 1.73; -1.98
20108333.000000; 1.23; 1.73; -1.97
20125000.000000; 1.23; 1.73; -1.97
20141666.000000; 1.23; 1.73; -1.97
20158333.000000; 1.23; 1.73; -1.96
20175000.000000; 1.23; 1.73; -1.97
20191666.000000; 1.23; 1.73; -1.97
20208333.000000; 1.23; 1.73; -1.97
20225000.000000; 1.23; 1.73; -1.96
20241666.000000; 1.23; 1.73; -1.97
20258333.000000; 1.23; 1.73; -1.96
20275000.000000; 1.23; 1.73; -1.96
20291666.000000; 1.23; 1.73; -1.96
20308333.000000; 1.23; 1.73; -1.97
20316666.000000; 1.23; 1.73; -1.97
20333333.000000; 1.23; 1.73; -1.97
20350000.000000; 1.23; 1.73; -1.97
20366666.000000; 1.23; 1.73; -2.12
20383333.000000; 1.23; 1.73; -1.97
20400000.000000; 1.23; 1.73; -2.12
20416666.000000; 1.23; 1.73; -1.96
20433333.000000; 1.23; 1.73; -1.97
20450000.000000; 1.23; 1.73; -1.97
20466666.000000; 1.23; 1.73; -1.97
20483333.000000; 1.23; 1.73; -1.97
20500000.000000; 1.23; 1.73; -1.97
20508333.000000; 1.23; 1.73; -1.97
20525000.000000; 1.23; 1.73; -1.97
20541666.000000; 1.23; 1.73; -1.97
20558333.000000; 1.23; 1.73; -1.97
20575000.000000; 1.23; 1.73; -1.98
20591666.000000; 1.23; 1.73; -1.98
20608333.000000; 1.23; 1.73; -1.97
20625000.000000; 1.23; 1.73; -1.98
20641666.000000; 1.23; 1.73; -1.97
20658333.000000; 1.23; 1.73; -1.98
20675000.000000; 1.23; 1.73; -1.97
20691666.000000; 1.23; 1.73; -1.97
20708333.000000; 1.23; 1.73; -1.98
20716666.000000; 1.23; 1.73; -1.97
20733333.000000; 1.23; 1.73; -1.98
20750000.000000; 1.23; 1.73; -1.98
20766666.000000; 1.23; 1.73; -1.96
20783333.000000; 1.23; 1.73; -1.98
20800000.000000; 1.23; 1.73; -1.98
20816666.000000; 1.23; 1.73; -1.97
20833333.000000; 1.23; 1.73; -1.97
20850000.000000; 1.23; 1.73; -1.98
20866666.000000; 1.23; 1.73; -1.98
20883333.000000; 1.23; 1.73; -1.97
20900000.000000; 1.23; 1.73; -1.97
20908333.000000; 1.23; 1.73; -1.97
20925000.000000; 1.23; 1.73; -1.97
20941666.000000; 1.23; 1.73; -1.97
20958333.000000; 1.23; 1.73; -1.98
20975000.000000; 1.23; 1.73; -1.98
