t; x; y; theta
5387648.140000; 0.00; 0.00; 0.00
5403478.092000; 0.00; 0.00; 0.00
5419554.833000; 0.00; 0.00; 0.00
5435525.658000; 0.00; 0.00; 0.00
5451555.632000; 0.00; 0.00; 0.00
5467480.652000; 0.00; 0.00; 0.00
5483457.309000; 0.00; 0.00; 0.00
5499451.442000; 0.00; 0.00; 0.00
5515452.845000; 0.00; 0.00; 0.00
5533543.803000; 0.00; 0.00; 0.00
5548803.236000; 0.00; 0.00; 0.00
5564146.436000; 0.00; 0.00; 0.00
5582586.856000; 0.00; 0.00; 0.00
5595551.038000; 0.00; 0.00; 0.00
5611527.835000; 0.00; 0.00; 0.00
5627534.778000; 0.00; 0.00; 0.00
5643521.016000; 0.00; 0.00; 0.00
5659547.850000; 0.00; 0.00; 0.00
5725435.081000; 0.00; 0.00; 0.00
5740706.202000; 0.00; 0.00; 0.00
5756542.445000; 0.00; 0.00; 0.00
5772524.492000; 0.00; 0.00; 0.00
5788505.302000; 0.00; 0.00; 0.00
5804497.383000; 0.00; 0.00; 0.00
5820571.589000; 0.00; 0.00; 0.00
5836478.655000; 0.00; 0.00; 0.00
5852451.550000; 0.00; 0.00; 0.00
5868543.305000; 0.00; 0.00; 0.00
5884504.967000; 0.00; 0.00; 0.00
5900456.741000; 0.00; 0.00; 0.00
5916429.748000; 0.00; 0.00; 0.00
5932466.650000; 0.00; 0.00; 0.00
5948494.722000; 0.00; 0.00; 0.00
5964476.233000; 0.00; 0.00; 0.00
5980494.037000; 0.00; 0.00; 0.00
5996428.322000; 0.00; 0.00; 0.00
6012498.439000; 0.00; 0.00; 0.00
6028526.566000; 0.00; 0.00; 0.00
6044479.638000; 0.00; 0.00; 0.00
6060478.424000; 0.00; 0.00; 0.00
6076453.180000; 0.00; 0.00; 0.00
6092472.447000; 0.00; 0.00; 0.00
6108484.418000; 0.00; 0.00; 0.00
6124466.305000; 0.00; 0.00; 0.00
6140481.348000; 0.00; 0.00; 0.00
6156500.314000; 0.00; 0.00; 0.00
6172488.360000; 0.00; 0.00; 0.00
6188482.575000; 0.00; 0.00; 0.00
6204481.707000; 0.00; 0.00; 0.00
6220477.055000; 0.00; 0.00; 0.00
6236440.901000; 0.00; 0.00; 0.00
6252471.990000; 0.00; 0.00; 0.00
6268486.917000; 0.00; 0.00; 0.00
6284496.573000; 0.00; 0.00; 0.00
6300591.426000; 0.00; 0.00; 0.00
6319107.652000; 0.00; 0.00; 0.00
6334410.636000; 0.00; 0.00; 0.00
6349901.550000; 0.00; 0.00; 0.00
6365225.121000; 0.00; 0.00; 0.00
6380485.382000; 0.00; 0.00; 0.00
6396368.784000; 0.00; 0.00; 0.00
6412421.615000; 0.00; 0.00; 0.00
6428424.865000; 0.00; 0.00; 0.00
6444413.147000; 0.00; 0.00; 0.00
6460438.609000; 0.00; 0.00; 0.00
6476426.549000; 0.00; 0.00; 0.00
6492511.235000; 0.00; 0.00; 0.00
6508508.392000; 0.00; 0.00; 0.00
6524471.306000; 0.00; 0.00; 0.00
6540470.909000; 0.00; 0.00; 0.00
6556599.734000; 0.00; 0.00; 0.00
6572628.928000; 0.00; 0.00; 0.00
6588625.093000; 0.00; 0.00; 0.00
6604556.521000; 0.00; 0.00; 0.00
6620529.863000; 0.00; 0.00; 0.00
6636497.163000; 0.00; 0.00; 0.00
6652437.366000; 0.00; 0.00; 0.00
6668486.752000; 0.00; 0.00; 0.00
6684706.999000; 0.00; 0.00; 0.00
6700630.384000; 0.00; 0.00; 0.00
6716611.078000; 0.00; 0.00; 0.00
6732442.896000; 0.00; 0.00; 0.00
6748438.108000; 0.00; 0.00; 0.00
6764464.807000; 0.00; 0.00; 0.00
6780625.019000; 0.00; 0.00; 0.00
6796595.731000; 0.00; 0.00; 0.00
6812594.966000; 0.00; 0.00; 0.00
6828566.017000; 0.00; 0.00; 0.00
6844595.520000; 0.00; 0.00; 0.00
6863307.139000; 0.00; 0.00; 0.00
6878349.202000; 0.00; 0.00; 0.00
6893444.881000; 0.00; 0.00; 0.00
6908462.117000; 0.00; 0.00; 0.00
6924484.365000; 0.00; 0.00; 0.00
6940456.004000; 0.00; 0.00; 0.00
6956532.025000; 0.00; 0.00; 0.00
6972474.268000; 0.00; 0.00; 0.00
6989874.790000; 0.00; 0.00; 0.00
7004907.622000; 0.00; 0.00; 0.00
7020443.546000; 0.00; 0.00; 0.00
7036464.805000; 0.00; 0.00; 0.00
7052500.635000; 0.00; 0.00; 0.00
7068477.977000; 0.00; 0.00; 0.00
7084440.390000; 0.00; 0.00; 0.00
7100495.573000; 0.00; 0.00; 0.00
7116486.626000; 0.00; 0.00; 0.00
7132432.788000; 0.00; 0.00; 0.00
7148474.606000; 0.00; 0.00; 0.00
7164490.305000; 0.00; 0.00; 0.00
7180480.050000; 0.00; 0.00; 0.00
7197283.033000; 0.00; 0.00; 0.00
